File A,File B,Commits together,Coupling %
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-dcerpc-spoolss.c,3,10.71
epan/dissectors/packet-exported_pdu.c,epan/dissectors/packet-tcp.h,3,10.71
epan/dissectors/packet-dmp.c,epan/dissectors/packet-umts_rlc.c,3,10.71
epan/dissectors/packet-afp.c,epan/dissectors/packet-atalk.c,3,10.71
epan/dissectors/packet-exported_pdu.c,epan/dissectors/packet-tcp.c,3,10.71
epan/dissectors/packet-selfm.c,epan/dissectors/packet-smb2.c,3,10.71
extcap/etl.c,extcap/randpktdump.c,3,10.71
capture/capture-wpcap.c,ui/qt/capture_options_dialog.cpp,3,10.71
epan/dissectors/packet-lin.c,epan/dissectors/packet-socketcan.c,3,10.71
epan/dissectors/packet-dmp.c,epan/dissectors/packet-dnp.c,3,10.71
capture/capture-wpcap.c,ui/qt/interface_frame.cpp,3,10.71
ui/qt/models/decode_as_model.cpp,ui/qt/models/profile_model.cpp,3,10.71
epan/dissectors/packet-p1.c,epan/dissectors/packet-p22.c,3,10.71
epan/dfilter/dfilter-int.h,epan/ftypes/ftype-double.c,3,10.71
epan/dissectors/packet-ranap.c,epan/dissectors/packet-rnsap.c,3,10.71
epan/uat.h,ui/qt/io_graph_dialog.cpp,3,10.71
epan/dissectors/packet-autosar-nm.c,epan/dissectors/packet-signal-pdu.c,3,10.71
epan/ftypes/ftype-double.c,epan/proto.c,3,10.71
epan/dissectors/asn1/ansi_map/packet-ansi_map-template.c,epan/dissectors/packet-ain.c,3,10.71
ui/qt/main_window.h,ui/qt/protocol_preferences_menu.cpp,3,10.71
epan/dissectors/packet-gsm_map.c,epan/dissectors/packet-inap.c,3,10.71
epan/addr_resolv.c,wsutil/to_str.h,3,10.71
epan/proto.c,wsutil/to_str.h,3,10.71
epan/dissectors/packet-ain.c,epan/dissectors/packet-camel.c,3,10.71
ui/qt/packet_list.h,ui/qt/protocol_preferences_menu.cpp,3,10.71
epan/dissectors/packet-ain.c,epan/dissectors/packet-ansi_map.c,3,10.71
capture/capture-wpcap.c,capture/capture_sync.c,3,10.71
capture/capture-wpcap.c,tshark.c,3,10.71
ui/qt/main_window.h,ui/qt/rtp_player_dialog.h,5,10.64
epan/dfilter/dfvm.h,epan/proto.c,5,10.64
capture/capture_sync.c,ui/commandline.c,7,10.61
ui/qt/packet_list.cpp,ui/qt/wireshark_main_window.cpp,14,10.61
epan/packet.c,epan/proto.c,13,10.57
ui/qt/io_graph_dialog.cpp,ui/qt/rtp_stream_dialog.cpp,6,10.53
epan/dissectors/packet-btl2cap.c,epan/dissectors/packet-btle.c,4,10.53
epan/dissectors/packet-http3.c,epan/dissectors/packet-quic.c,8,10.53
ui/qt/wireshark_main_window.cpp,wsutil/plugins.h,4,10.53
epan/dissectors/packet-e2ap.c,epan/dissectors/packet-h248.c,4,10.53
epan/dissectors/packet-btatt.c,epan/dissectors/packet-btl2cap.c,4,10.53
epan/column-utils.c,epan/to_str.c,4,10.53
epan/dissectors/packet-h245.c,epan/dissectors/packet-z3950.c,4,10.53
epan/dissectors/packet-h245.c,epan/dissectors/packet-ldap.c,4,10.53
epan/dissectors/packet-h248.c,epan/dissectors/packet-mms.c,4,10.53
epan/dissectors/packet-h248.c,epan/dissectors/packet-z3950.c,4,10.53
ui/qt/io_graph_dialog.cpp,ui/qt/widgets/display_filter_edit.cpp,5,10.42
epan/dissectors/packet-infiniband.c,epan/dissectors/packet-nvme.c,5,10.42
ui/qt/packet_list.cpp,ui/qt/widgets/display_filter_edit.cpp,5,10.42
epan/dfilter/dfunctions.c,epan/ftypes/ftype-bytes.c,5,10.42
epan/dfilter/dfilter.c,epan/ftypes/ftype-bytes.c,5,10.42
epan/dissectors/asn1/gsm_map/packet-gsm_map-template.c,epan/dissectors/packet-camel.c,5,10.42
ui/capture.c,ui/qt/main.cpp,6,10.34
captype.c,extcap/udpdump.c,3,10.34
capinfos.c,extcap/udpdump.c,3,10.34
epan/address_types.c,epan/to_str.h,3,10.34
epan/dissectors/packet-alljoyn.c,epan/dissectors/packet-smb2.c,3,10.34
wiretap/catapult_dct2000.c,wiretap/netxray.c,3,10.34
dftest.c,extcap/udpdump.c,3,10.34
capture_opts.h,ui/iface_lists.c,3,10.34
epan/dissectors/packet-e212.c,epan/dissectors/packet-gtp.c,3,10.34
wiretap/netxray.c,wiretap/wtap.h,3,10.34
ui/qt/packet_list.cpp,ui/recent.h,3,10.34
epan/prefs-int.h,ui/preference_utils.c,3,10.34
epan/dissectors/packet-infiniband.c,epan/dissectors/packet-nvme-tcp.c,3,10.34
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-lbmc.c,3,10.34
epan/prefs.c,ui/recent.h,3,10.34
extcap/udpdump.c,wsutil/wslog.c,3,10.34
extcap/udpdump.c,wsutil/wslog.h,3,10.34
ui/commandline.c,ui/preference_utils.c,3,10.34
editcap.c,extcap/udpdump.c,3,10.34
epan/dissectors/packet-alljoyn.c,epan/dissectors/packet-ospf.c,3,10.34
ui/qt/follow_stream_dialog.cpp,ui/recent.h,3,10.34
wiretap/k12.c,wiretap/netxray.c,3,10.34
extcap/udpdump.c,reordercap.c,3,10.34
extcap/udpdump.c,mergecap.c,3,10.34
extcap/udpdump.c,fuzz/fuzzshark.c,3,10.34
epan/proto.c,ui/preference_utils.c,3,10.34
extcap/udpdump.c,rawshark.c,3,10.34
tshark.c,ui/preference_utils.c,3,10.34
extcap/udpdump.c,ui/qt/main.cpp,3,10.34
epan/dissectors/packet-infiniband.c,epan/dissectors/packet-nvme-rdma.c,3,10.34
wiretap/netxray.c,wiretap/visual.c,3,10.34
extcap/udpdump.c,sharkd.c,3,10.34
ui/preference_utils.c,ui/qt/packet_list.cpp,3,10.34
extcap/udpdump.c,randpkt.c,3,10.34
epan/dissectors/packet-sip.c,epan/dissectors/packet-sua.c,3,10.34
epan/dissectors/packet-dap.c,epan/dissectors/packet-p1.c,3,10.34
epan/address_types.c,epan/conversation.c,3,10.34
epan/dissectors/packet-alljoyn.c,epan/dissectors/packet-icmpv6.c,3,10.34
ui/qt/preferences_dialog.cpp,ui/recent.h,3,10.34
epan/dissectors/packet-alljoyn.c,epan/dissectors/packet-capwap.c,3,10.34
wiretap/netscaler.c,wiretap/netxray.c,3,10.34
ui/preference_utils.c,ui/qt/capture_options_dialog.cpp,3,10.34
dumpcap.c,ui/capture.c,6,10.34
ui/capture.c,ui/iface_lists.c,3,10.34
epan/dissectors/packet-alljoyn.c,epan/dissectors/packet-tcp.c,3,10.34
plugins/epan/gryphon/packet-gryphon.c,plugins/epan/wimaxasncp/packet-wimaxasncp.c,3,10.34
epan/dissectors/packet-obex.c,plugins/epan/gryphon/packet-gryphon.c,3,10.34
capture_opts.c,ui/capture.c,6,10.34
epan/dissectors/packet-dhcp.c,epan/dissectors/packet-gsm_gsup.c,3,10.34
epan/dissectors/packet-atn-ulcs.c,epan/dissectors/packet-nbap.c,3,10.34
epan/dissectors/packet-e212.c,epan/dissectors/packet-nas_5gs.c,3,10.34
epan/dissectors/packet-lbmc.c,epan/dissectors/packet-lbmr.c,3,10.34
epan/address_types.c,epan/conversation.h,3,10.34
ui/qt/wireshark_main_window.cpp,ui/recent.h,3,10.34
tshark.c,wsutil/wslog.h,7,10.29
rawshark.c,wsutil/wslog.h,7,10.29
ui/qt/follow_stream_dialog.cpp,ui/qt/packet_list.cpp,7,10.29
epan/dissectors/packet-sip.c,epan/dissectors/packet-snort.c,4,10.26
epan/dissectors/asn1/kerberos/packet-kerberos-template.c,epan/dissectors/packet-spnego.c,4,10.26
wsutil/test_wsutil.c,wsutil/to_str.c,4,10.26
epan/dissectors/packet-gsm_a_dtap.c,epan/dissectors/packet-gsm_a_gm.c,4,10.26
epan/dissectors/asn1/x2ap/packet-x2ap-template.c,epan/dissectors/packet-lte-rrc.c,4,10.26
epan/dissectors/packet-kerberos.c,epan/dissectors/packet-spnego.c,4,10.26
mergecap.c,wsutil/wslog.c,5,10.2
file.c,ui/qt/models/packet_list_model.cpp,5,10.2
ui/qt/main_window.h,ui/qt/sequence_dialog.cpp,5,10.2
mergecap.c,wiretap/merge.c,5,10.2
epan/packet.h,tshark.c,6,10.17
epan/conversation.h,epan/dissectors/packet-tcp.c,6,10.17
tshark.c,wsutil/plugins.c,6,10.17
epan/dissectors/packet-btatt.c,epan/dissectors/packet-bthci_evt.c,6,10.17
epan/prefs.h,sharkd_session.c,7,10.14
epan/prefs.h,ui/qt/wireshark_main_window.cpp,7,10.14
epan/dissectors/packet-ngap.c,epan/dissectors/packet-xnap.c,7,10.14
editcap.c,wiretap/wtap.h,13,10.08
epan/dfilter/gencode.c,epan/ftypes/ftype-time.c,6,10.0
epan/dissectors/packet-ansi_map.c,epan/dissectors/packet-ansi_tcap.c,4,10.0
epan/dfilter/dfunctions.c,epan/ftypes/ftype-time.c,6,10.0
fuzz/fuzzshark.c,wsutil/wslog.h,4,10.0
epan/ftypes/ftype-time.c,epan/proto.c,6,10.0
epan/conversation.h,epan/dissectors/packet-tipc.c,3,10.0
epan/follow.h,ui/qt/proto_tree.cpp,3,10.0
epan/dissectors/packet-fc.c,epan/dissectors/packet-tipc.c,3,10.0
wsutil/nstime.c,wsutil/test_wsutil.c,3,10.0
rawshark.c,wsutil/wslog.c,9,10.0
epan/dissectors/packet-usb.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-sctp.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-umts_rlc.c,epan/packet.c,3,10.0
ui/commandline.c,ui/qt/manage_interfaces_dialog.cpp,3,10.0
epan/dissectors/packet-umts_rlc.c,epan/reassemble.c,3,10.0
epan/dissectors/packet-umts_rlc.c,epan/packet.h,3,10.0
epan/dissectors/packet-umts_rlc.c,epan/frame_data.c,3,10.0
epan/dissectors/packet-umts_fp.c,epan/dissectors/packet-umts_rlc.c,3,10.0
ui/help_url.c,ui/qt/main.cpp,3,10.0
extcap/etl.c,wiretap/file_access.c,3,10.0
epan/dissectors/packet-dbus.c,epan/proto.c,3,10.0
ui/help_url.c,ui/qt/proto_tree.cpp,3,10.0
epan/dissectors/packet-erf.c,epan/dissectors/packet-umts_rlc.c,3,10.0
editcap.c,extcap/etl.c,3,10.0
epan/prefs.c,ui/recent.c,6,10.0
capture/capture_sync.c,ui/qt/manage_interfaces_dialog.cpp,3,10.0
ui/qt/main_window.cpp,ui/qt/models/profile_model.cpp,3,10.0
epan/dissectors/packet-sctp.c,epan/dissectors/packet-umts_rlc.c,3,10.0
epan/dissectors/packet-umts_rlc.c,epan/epan.c,3,10.0
epan/dissectors/packet-mpeg-descriptor.c,epan/dissectors/packet-opa-mad.c,4,10.0
wiretap/netmon.c,wiretap/visual.c,3,10.0
wiretap/netscaler.c,wiretap/visual.c,3,10.0
wsutil/nstime.c,wsutil/to_str.c,3,10.0
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-kerberos.c,3,10.0
epan/conversation.c,epan/dissectors/packet-tipc.c,3,10.0
epan/dissectors/asn1/kerberos/packet-kerberos-template.c,epan/dissectors/packet-dcerpc-nt.c,3,10.0
epan/dissectors/packet-rsvp.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-sip.c,epan/follow.h,3,10.0
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-dcerpc.c,3,10.0
epan/dissectors/packet-tls.c,epan/follow.h,3,10.0
plugins/epan/profinet/packet-pn-dcp.c,plugins/epan/wimaxasncp/packet-wimaxasncp.c,3,10.0
extcap/etl.c,wiretap/pcapng.c,3,10.0
epan/dissectors/packet-usb-audio.c,epan/dissectors/packet-usb.c,3,10.0
ui/qt/models/profile_model.cpp,ui/qt/widgets/qcustomplot.cpp,3,10.0
epan/dissectors/packet-umts_rlc.c,tfshark.c,3,10.0
epan/dissectors/packet-umts_rlc.c,file.c,3,10.0
epan/dissectors/packet-umts_rlc.c,tshark.c,3,10.0
epan/dissectors/packet-umts_rlc.c,sharkd.c,3,10.0
ui/qt/models/profile_model.cpp,ui/qt/packet_list.cpp,3,10.0
epan/follow.h,epan/tvbuff.h,3,10.0
epan/dissectors/packet-zbee-nwk.c,plugins/epan/profinet/packet-dcerpc-pn-io.c,3,10.0
ui/qt/about_dialog.cpp,ui/qt/models/profile_model.cpp,3,10.0
epan/conversation.c,epan/dissectors/packet-tcp.c,6,10.0
epan/addr_resolv.h,epan/to_str.h,3,10.0
epan/dissectors/packet-tls-utils.c,epan/introspection-enums.c,5,10.0
epan/to_str.h,epan/tvbuff.h,3,10.0
epan/column-utils.c,epan/to_str.h,3,10.0
extcap/etl.c,wiretap/pcap-common.c,3,10.0
epan/follow.h,ui/qt/main_window_slots.cpp,3,10.0
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-smb2.c,3,10.0
epan/follow.h,ui/qt/main_window.h,3,10.0
epan/dissectors/packet-jxta.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-windows-common.c,3,10.0
epan/dissectors/packet-isup.c,epan/dissectors/packet-lbmr.c,3,10.0
epan/dissectors/packet-isis-lsp.c,epan/dissectors/packet-lbmr.c,3,10.0
epan/dissectors/packet-btatt.c,epan/dissectors/packet-obex.c,3,10.0
ui/qt/models/profile_model.cpp,ui/qt/widgets/traffic_tab.cpp,3,10.0
epan/proto.h,epan/reassemble.h,3,10.0
epan/dissectors/packet-fc.c,epan/dissectors/packet-zbee-nwk.c,3,10.0
epan/dissectors/packet-obex.c,epan/dissectors/packet-smb2.c,3,10.0
ui/qt/models/profile_model.cpp,ui/qt/utils/qt_ui_utils.cpp,3,10.0
wiretap/visual.c,wiretap/wtap.h,3,10.0
extcap/falcodump.cpp,plugins/epan/falco_bridge/packet-falco-bridge.c,5,10.0
epan/packet.c,wiretap/wtap_opttypes.h,6,9.84
wiretap/erf.c,wiretap/wtap_opttypes.h,6,9.84
epan/dissectors/packet-isup.c,epan/dissectors/packet-nas_5gs.c,6,9.84
tshark.c,wsutil/wslog.c,11,9.82
dumpcap.c,ui/stratoshark/stratoshark_main.cpp,5,9.8
epan/proto.c,epan/tvbuff.h,10,9.8
epan/epan.c,epan/packet.c,9,9.78
epan/dissectors/packet-h225.c,epan/dissectors/packet-z3950.c,4,9.76
capinfos.c,ui/logray/logray_main.cpp,4,9.76
epan/dissectors/packet-its.c,epan/dissectors/packet-z3950.c,4,9.76
ui/qt/preferences_dialog.cpp,ui/stratoshark/stratoshark_main.cpp,4,9.76
epan/dissectors/packet-e2ap.c,epan/dissectors/packet-z3950.c,4,9.76
ui/qt/interface_frame.cpp,ui/qt/widgets/display_filter_edit.cpp,4,9.76
ui/logray/logray_main.cpp,ui/qt/wireshark_main_window.cpp,4,9.76
epan/dissectors/packet-json.c,epan/dissectors/packet-json_3gpp.c,4,9.76
epan/wslua/wslua.h,epan/wslua/wslua_tvb.c,4,9.76
epan/dissectors/packet-mms.c,epan/dissectors/packet-z3950.c,4,9.76
ui/qt/interface_frame.cpp,ui/qt/packet_list.cpp,4,9.76
mergecap.c,ui/logray/logray_main.cpp,4,9.76
epan/prefs.c,ui/logray/logray_main.cpp,4,9.76
text2pcap.c,ui/logray/logray_main.cpp,4,9.76
ui/qt/packet_list.cpp,ui/qt/preferences_dialog.cpp,4,9.76
epan/dissectors/packet-erf.c,wiretap/erf.c,4,9.76
epan/dissectors/packet-erf.c,tshark.c,4,9.76
epan/column-utils.c,tshark.c,4,9.76
epan/dissectors/packet-erf.c,sharkd.c,4,9.76
epan/dissectors/packet-erf.c,tfshark.c,4,9.76
ui/qt/interface_frame.cpp,ui/qt/wireshark_main_window_slots.cpp,4,9.76
epan/dissectors/packet-oran.c,epan/dissectors/packet-s7comm.c,4,9.76
reordercap.c,ui/logray/logray_main.cpp,4,9.76
epan/column-utils.c,epan/proto.c,4,9.76
ui/qt/main.cpp,ui/qt/packet_diagram.cpp,3,9.68
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-ncsi.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-ieee80211.c,3,9.68
epan/dissectors/packet-eth.c,epan/dissectors/packet-fc.c,3,9.68
wiretap/k12.c,wiretap/lanalyzer.c,3,9.68
epan/dissectors/packet-f5ethtrailer.c,epan/dissectors/packet-ltp.c,3,9.68
ui/qt/packet_list.h,ui/qt/preferences_dialog.cpp,3,9.68
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-opensafety.c,3,9.68
epan/dissectors/packet-evs.c,epan/dissectors/packet-rtp.c,3,9.68
epan/prefs.h,ui/qt/packet_list.h,3,9.68
epan/dissectors/asn1/gsm_map/packet-gsm_map-template.c,epan/dissectors/packet-ulp.c,3,9.68
ui/qt/packet_diagram.cpp,ui/qt/tcp_stream_dialog.cpp,3,9.68
epan/ftypes/ftype-ipv4.c,epan/tvbuff.h,3,9.68
wiretap/peektagged.c,wiretap/wtap.h,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-tcp.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-jxta.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-rsvp.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-sctp.c,3,9.68
file.h,sharkd.c,3,9.68
file.h,tshark.c,3,9.68
file.h,sharkd_session.c,3,9.68
file.h,wiretap/wtap.h,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-ip.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-ieee802154.c,3,9.68
epan/dissectors/packet-gtpv2.c,epan/dissectors/packet-ulp.c,3,9.68
capture_opts.h,ui/capture.c,3,9.68
epan/dfilter/dfilter-int.h,epan/ftypes/ftype-ipv4.c,3,9.68
file.h,ui/qt/main.cpp,3,9.68
epan/dissectors/packet-ncsi.c,epan/dissectors/packet-pfcp.c,3,9.68
epan/dissectors/packet-ltp.c,epan/dissectors/packet-mgcp.c,3,9.68
ui/qt/funnel_statistics.cpp,ui/qt/io_graph_dialog.cpp,3,9.68
ui/qt/funnel_statistics.cpp,ui/qt/packet_diagram.cpp,3,9.68
ui/qt/funnel_statistics.cpp,ui/qt/packet_list.cpp,3,9.68
epan/dissectors/packet-flexray.c,epan/dissectors/packet-signal-pdu.c,3,9.68
file.h,ui/qt/wireshark_main_window.cpp,3,9.68
epan/dissectors/packet-flexray.c,epan/dissectors/packet-socketcan.c,3,9.68
epan/dfilter/dfilter.c,epan/ftypes/ftypes.h,6,9.68
plugins/epan/opcua/opcua.c,plugins/epan/wimaxasncp/packet-wimaxasncp.c,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-udp.c,3,9.68
ui/qt/funnel_statistics.cpp,ui/qt/wireshark_application.cpp,3,9.68
ui/logray/logray_main_window.cpp,ui/qt/packet_list.h,3,9.68
wiretap/erf.c,wiretap/peektagged.c,3,9.68
epan/dissectors/packet-isup.c,epan/dissectors/packet-ulp.c,3,9.68
epan/dissectors/packet-gtp.c,epan/dissectors/packet-ulp.c,3,9.68
epan/dissectors/packet-mip6.c,epan/dissectors/packet-ulp.c,3,9.68
epan/dissectors/packet-pfcp.c,epan/dissectors/packet-ulp.c,3,9.68
wiretap/lanalyzer.c,wiretap/netmon.c,3,9.68
ui/qt/models/packet_list_model.cpp,ui/qt/packet_list.h,3,9.68
wiretap/lanalyzer.c,wiretap/wtap.c,3,9.68
wiretap/lanalyzer.c,wiretap/netscaler.c,3,9.68
ui/qt/main_application.cpp,ui/qt/packet_list.h,3,9.68
epan/dissectors/packet-gsm_map.c,epan/dissectors/packet-ulp.c,3,9.68
ui/qt/main_status_bar.cpp,ui/qt/packet_diagram.cpp,3,9.68
ui/qt/packet_diagram.cpp,ui/qt/proto_tree.cpp,3,9.68
epan/dissectors/packet-fc.c,epan/dissectors/packet-usb.c,3,9.68
epan/dissectors/asn1/x2ap/packet-x2ap-template.c,epan/dissectors/packet-nr-rrc.h,3,9.68
epan/conversation.h,epan/dissectors/packet-fc.c,3,9.68
ui/qt/main_window_slots.cpp,ui/qt/packet_diagram.cpp,3,9.68
epan/ftypes/ftypes.h,epan/proto.h,6,9.68
epan/dissectors/packet-dccp.c,epan/dissectors/packet-fc.c,3,9.68
ui/qt/main_application.cpp,ui/qt/packet_diagram.cpp,3,9.68
epan/conversation.c,epan/dissectors/packet-fc.c,3,9.68
epan/dissectors/packet-nr-rrc.h,epan/dissectors/packet-x2ap.c,3,9.68
epan/wslua/init_wslua.c,ui/qt/funnel_statistics.cpp,3,9.68
dumpcap.c,extcap/ciscodump.c,5,9.62
ui/qt/main_window.h,ui/qt/rtp_player_dialog.cpp,5,9.62
extcap/ciscodump.c,tshark.c,5,9.62
ui/qt/main_window.h,ui/qt/rtp_analysis_dialog.cpp,5,9.62
wiretap/merge.c,wiretap/wtap_opttypes.c,5,9.62
ui/qt/main_window.h,ui/qt/proto_tree.cpp,5,9.62
epan/wslua/wslua_dissector.c,epan/wslua/wslua_tree.c,4,9.52
ui/qt/welcome_page.cpp,ui/qt/wireshark_main_window.h,4,9.52
epan/wslua/init_wslua.c,epan/wslua/wslua_tree.c,4,9.52
epan/proto.h,epan/wslua/wslua_tree.c,4,9.52
wiretap/erf.c,wiretap/file_access.c,6,9.52
epan/wslua/init_wslua.c,epan/wslua/wslua_dissector.c,4,9.52
ui/qt/main_window.h,ui/qt/welcome_page.cpp,4,9.52
ui/qt/main.cpp,ui/qt/welcome_page.cpp,4,9.52
epan/wslua/wslua.h,epan/wslua/wslua_dissector.c,4,9.52
ui/qt/main_window.cpp,ui/qt/welcome_page.cpp,4,9.52
wiretap/erf.c,wiretap/wtap_opttypes.c,6,9.52
ui/qt/main.cpp,ui/qt/wireshark_main_window.cpp,15,9.49
epan/print.c,file.c,7,9.46
dftest.c,epan/dfilter/dfvm.c,7,9.46
epan/packet.c,sharkd.c,7,9.46
epan/dissectors/asn1/lte-rrc/packet-lte-rrc-template.c,epan/dissectors/asn1/nr-rrc/packet-nr-rrc-template.c,5,9.43
capture/capture_sync.c,ui/qt/capture_options_dialog.cpp,5,9.43
ui/commandline.c,ui/qt/capture_options_dialog.cpp,5,9.43
ui/qt/main_window.cpp,ui/qt/packet_list.cpp,5,9.43
epan/dissectors/packet-rtp.c,epan/dissectors/packet-sdp.c,5,9.43
epan/dissectors/packet-sdp.c,epan/dissectors/packet-sip.c,5,9.43
ui/qt/rtp_analysis_dialog.cpp,ui/qt/wireshark_application.cpp,3,9.38
capture_opts.c,ui/qt/main.cpp,6,9.38
ui/qt/main.cpp,ui/qt/wireshark_application.cpp,3,9.38
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-srt.c,3,9.38
epan/dissectors/packet-dcm.c,epan/dissectors/packet-rtps.c,3,9.38
epan/dissectors/packet-mac-nr.c,epan/dissectors/packet-oran.c,3,9.38
ui/qt/show_packet_bytes_dialog.cpp,ui/qt/widgets/byte_view_text.cpp,3,9.38
epan/dissectors/packet-rsvp.c,epan/dissectors/packet-tcp.c,6,9.38
epan/prefs-int.h,ui/recent.c,3,9.38
epan/dissectors/packet-ecmp.c,epan/dissectors/packet-mbim.c,3,9.38
ui/qt/rtp_player_dialog.cpp,ui/qt/widgets/byte_view_text.cpp,3,9.38
ui/qt/main_application.cpp,ui/qt/wireshark_application.cpp,3,9.38
epan/dissectors/packet-bgp.c,epan/dissectors/packet-dcm.c,3,9.38
capture_opts.c,rawshark.c,6,9.38
ui/qt/sequence_dialog.cpp,ui/qt/wireshark_application.cpp,3,9.38
captype.c,ui/logray/logray_main.cpp,3,9.38
epan/prefs-int.h,ui/qt/packet_list.cpp,3,9.38
epan/dissectors/packet-bgp.c,epan/dissectors/packet-ecmp.c,3,9.38
ui/qt/main_window.cpp,ui/qt/wireshark_application.cpp,3,9.38
epan/prefs-int.h,ui/qt/wireshark_main_window.cpp,3,9.38
ui/qt/widgets/byte_view_text.cpp,ui/qt/wireshark_application.cpp,3,9.38
ui/qt/rtp_player_dialog.cpp,ui/qt/wireshark_application.cpp,3,9.38
ui/qt/rtp_stream_dialog.cpp,ui/qt/wireshark_application.cpp,3,9.38
epan/dissectors/packet-mac-nr.c,epan/dissectors/packet-pdcp-nr.c,3,9.38
captype.c,extcap/etwdump.c,3,9.38
epan/dissectors/packet-lustre.c,epan/dissectors/packet-pfcp.c,3,9.38
epan/dfilter/dfilter.c,epan/ftypes/ftypes.c,6,9.38
captype.c,extcap/ciscodump.c,3,9.38
epan/dissectors/packet-mac-lte.c,epan/dissectors/packet-mac-nr.c,3,9.38
epan/dissectors/packet-bgp.c,epan/dissectors/packet-srt.c,3,9.38
captype.c,extcap/sshdump.c,3,9.38
epan/dissectors/packet-gquic.c,epan/dissectors/packet-isobus.c,3,9.38
ui/qt/proto_tree.cpp,ui/qt/widgets/byte_view_text.cpp,3,9.38
captype.c,ui/stratoshark/stratoshark_main.cpp,3,9.38
captype.c,ui/commandline.c,3,9.38
captype.c,extcap/extcap-base.c,3,9.38
epan/dissectors/packet-lustre.c,epan/dissectors/packet-nfapi.c,3,9.38
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-isobus.c,3,9.38
epan/dissectors/packet-btatt.c,epan/dissectors/packet-bthci_cmd.c,8,9.3
ui/qt/rtp_stream_dialog.cpp,ui/qt/tcp_stream_dialog.cpp,4,9.3
dumpcap.c,editcap.c,12,9.3
epan/dissectors/packet-wassp.c,epan/dissectors/packet-wifi-nan.c,4,9.3
epan/dissectors/packet-gsm_a_dtap.c,epan/dissectors/packet-gtpv2.c,4,9.3
wiretap/pcap-common.c,wiretap/pcapng.c,4,9.3
epan/dissectors/packet-gsm_a_dtap.c,epan/proto.c,4,9.3
epan/dissectors/packet-gsm_a_common.c,epan/dissectors/packet-gsm_a_dtap.c,4,9.3
epan/dissectors/packet-gsm_a_dtap.c,epan/dissectors/packet-isup.c,4,9.3
epan/dissectors/packet-gsm_a_dtap.c,epan/tvbuff.c,4,9.3
epan/dissectors/packet-iec104.c,epan/dissectors/packet-ieee80211.c,4,9.3
extcap/androiddump.c,wsutil/wslog.c,6,9.23
dftest.c,extcap/androiddump.c,6,9.23
capinfos.c,extcap/androiddump.c,6,9.23
epan/dissectors/packet-signal-pdu.c,epan/dissectors/packet-tecmp.c,7,9.21
file.c,sharkd_session.c,11,9.17
epan/frame_data.c,wiretap/wtap.c,3,9.09
epan/dissectors/packet-f1ap.c,epan/dissectors/packet-nrppa.c,3,9.09
epan/prefs.c,extcap.c,5,9.09
extcap/extcap-base.c,text2pcap.c,3,9.09
extcap/extcap-base.c,tfshark.c,3,9.09
capinfos.c,extcap/extcap-base.c,3,9.09
extcap/extcap-base.c,rawshark.c,3,9.09
extcap/extcap-base.c,randpkt.c,3,9.09
extcap/extcap-base.c,reordercap.c,3,9.09
extcap/extcap-base.c,mergecap.c,3,9.09
ui/qt/main_window_slots.cpp,ui/qt/proto_tree.cpp,5,9.09
epan/frame_data.c,rawshark.c,3,9.09
epan/ftypes/ftype-ipv6.c,epan/print.c,3,9.09
extcap/sshdump.c,randpkt.c,3,9.09
editcap.c,extcap/extcap-base.c,3,9.09
epan/prefs.c,ui/commandline.c,6,9.09
epan/frame_data.c,wiretap/wtap_opttypes.c,3,9.09
epan/dissectors/packet-btsdp.c,epan/dissectors/packet-capwap.c,3,9.09
extcap/extcap-base.c,tshark.c,3,9.09
epan/dissectors/packet-ieee80211.c,epan/dissectors/packet-lbmsrs.c,3,9.09
epan/dissectors/file-blf.c,epan/dissectors/file-jpeg.c,3,9.09
epan/frame_data.c,epan/packet.h,3,9.09
epan/frame_data.c,epan/reassemble.c,3,9.09
